Rank,Resume Index,Resume Text
76,1872,"SENIOR ANALYST DATA QUALITY & GOVERNANCE
Professional Background
Analyst versed in data analysis and reporting, user acceptance testing, as well as solving complex problems in high-pressure environments.
Â Excels at cultivating, managing, and leveraging relationships
Skill Highlights
Microsoft Access, Microsoft Excel, SAS, SQL Server Manager,
Cognos, Crystal Reports
Business Objects, SQL, Tableau Server and Desktop, Project
Management, Data Analysis
Professional Experience
Senior Analyst Data Qu..."
77,867,"BUSINESS DEVELOPMENT COORDINATOR
Professional Summary
Program Coordinator bringing extensive background inÂ 
 Training Coordination,Â System Administration, and Operations
 . Organized,
resourceful and detail-oriented with exceptional planning and decision-making abilities.
Core Qualifications
Troubleshooting and problem solving
Exceptional telephone etiquette
Professional demeanor
Self-starter
Time management ability
Ability to prioritize
Deadline-oriented
â€‹Employee training and development
E..."
78,240,"VP, PRINCIPAL
Summary
I am highly skilled,growth mindset IT professional having more than 20 years experience mostly in financial industry related with providing
advanced data solutions using innovative database technology. Very innovative,creative, great problem solver and have achieved the highest ratings
consistently for more than 10 years. Continuously learning,adapting and evolving by overcoming challenges faced during professional career. I am
fortunate to be a part of team who has deliver..."
79,1115,"CONSTRUCTION INSPECTOR
Professional Summary
Result-Driven Certified Construction Manager in Training with over 2 years of significant and progressive experience in construction industry.
Proven track record in ensuring project deliverables are brought to market in a timely manner. *Strong team leader with proven managerial
experience and skills cross functional terms including Subcontractors, Vendors and Suppliers. *Effective problem solver and decision making
skills, exceptional commitment to q..."
80,1297,"INSTRUCTIONAL DESIGNER
Summary
Motivating and talented Instructional Designer driven to inspire students to pursue academic and personal excellence. Strives to create a
challenging and engaging learning environment in which students become life-long 
learners.
Highlights
Effective use of multi-media teaching tools
Exceptional written and verbal communicator
Online course instructor
Innovative teaching methods
Accomplished academic advisor
Innovative thinker
Natural leader
Experience
Company Name..."
81,586,"CUSTOMER SERVICE REP
Career Focus
To find a long term career that is enjoyable and a great place to work. Being able to support a family is a big plus as well!
Core Qualifications
Operations management
Natural leader
Proficiency in management and 
Weapons training
aircraft safety
Proficient communicator
Quick learner
Motivated
Computer proficient
Background checks
Microsoft Office
Strong analytical skills
File/records maintenance
Excellent problem solving skills
Reports generation and analysis
C..."
82,2132,"FREELANCE IT CONSULTANT
Career Overview
Highly skilled, results-driven Information Technology Specialist/Consultant with experience in business operations, infrastructure management,
software/hardware support, high/low end PC and Microsoft Server administration, and software development. Core Strengths Excellent critical
and analytical skills 
Business process management Superior organizational, interpersonal, and 
Advanced level hardware and software time
management 
testing Effective listening..."
83,1342,"SR.TOOLING DESIGNER
Professional Profile
Experienced Mechanical Designer creating high quality CAD models and engineering drawings in a variety of technical manufacturing industries
with experience working in manufacturing and advanced technology industries, designing, detailing, assembling, debugging, and utilizing a strong
machine shop background. 
Design & drafting experience includes: equipment for tooling, fixtures, automated machines, structural steel detailing,
sheet metal design, Enginee..."
84,92,"ACCOUNTANT
Summary
Several years experience in providing information and creating software solutions for business needs and efficiencies. Three plus years experience
in varying accounting positions. Work well independently and as part of a team. Knowledgeable in use of MS Office products.
Skills
Excel spreadsheets
Meticulous attention to detail
Self-directed
Results-oriented
Professional and mature
Strong problem solver
Dedicated team player
Understands grammar
Experience
01/2009
 
to 
02/2010
A..."
85,1462,"MECHANICAL ENGINEERING INTERN
Summary
CAD | CAM | Finite Element Analysis | Mechanical Design | Product Design and Development
Skills
5 years of experience with CAD packages (SolidWorks, Autodesk Inventor, AutoCAD, CATIA, PTC CREO)
2.5 years of experience with CAE Softwares (HyperMesh, Abaqus, ANSYS, Optistruct)
2.5 years of experience with Analysis (Linear & Non-linear Static, Dynamic, GD & T, Tolerance Analysis, Design Optimization)
Experience with Sheet metal, Design for manufacturing, genera..."
86,1541,"ENGINEERING AIDE
Professional Summary
Resourceful Facilities Tech with solid background in preventative maintenance repair.Talented Facilities Tech with more than 3 years of experience
developing and executing maintenance programs. Excellent troubleshooting skills.Detail-oriented professional with strong technical skills and the
ability to learn concepts quickly. Highlights q 
Mechanically-inclined 
q 
Diagnosis and repair q 
Skilled concrete finisher 
q 
Preventative maintenance q
Dexterous wit..."
87,2280,"SALES ASSOCIATE
Profile
Highly effective in promoting a positive, productive environment. Reputation for excellence and high quality service to clients. Good eye for detail;
well organized, skilled in setting priorities. Resourceful and self-confident; can get the job done, and do it well. Strong interpersonal and
communication skills. Remain calm and work well under demanding conditions. Proven record of innovative and effective staff development.
Strong commitment, vision and leadership.
Skill..."
88,2389,"TEACHER
Professional Summary
Master teacher looking for new role and Industry. I'm looking to leverage the valuable skills, knowledge, and experiences as a teacher to advance
a new client or organization in an executive or leadership position.
Skills
Instructional Design, Teaching, Progress Monitoring, Course
Development
Evernote, Slack, Social Media, Excel, Outlook, Adobe
Photoshop
Management: Staff, Projects, Daily Scheduling
Financial Analysis, Security Trading, Portfolio Managament,
Liabilit..."
